Facies,Well Name,Depth,GR,ILD,ILD_log10,NPHI,RHOB,PORD,PORDIFF,BVW
1,AMMY242,1026.5,15.465,406,2.60852603357719,0.2377,2.3809,0.20441,0.03329,0.007847060257179
1,AMMY242,1027,14.708,391.5,2.59273176639396,0.2334,2.3965,0.19472,0.03868,0.007991055024756
1,AMMY242,1027.5,17.6125,748,2.87390159786446,0.2277,2.4277,0.175342,0.052358,0.005781216125786
1,AMMY242,1028,18.9347,1796,3.25430633233129,0.2277,2.4629,0.153478,0.074222,0.003730927743374
1,AMMY242,1028.5,21.0959,783.5,2.89403900080461,0.2251,2.4707,0.148634,0.076466,0.005648725932331
1,AMMY242,1029,19.6498,1338,3.1264561134318,0.2184,2.457,0.157143,0.061257,0.00432256913032
1,AMMY242,1029.5,15.9964,1958,3.29181268746712,0.2185,2.4492,0.161988,0.056512,0.003573252124558
1,AMMY242,1030,14.0579,1338,3.1264561134318,0.2196,2.4629,0.153478,0.066122,0.00432256913032
1,AMMY242,1030.5,13.225,1662,3.22063101944809,0.2267,2.459,0.155901,0.070799,0.003878416936097
1,AMMY242,1031,14.2346,2000,3.30102999566398,0.2279,2.4883,0.137702,0.090198,0.003535533905933
2,AMMY242,1031.5,14.2036,2000,3.30102999566398,0.1978,2.5586,0.094037,0.103763,0.003535533905933
5,AMMY242,1032,13.6618,660,2.81954393554187,0.1567,2.6934,0.010311,0.146389,0.006154574548967
5,AMMY242,1032.5,14.2346,2000,3.30102999566398,0.1218,2.7441,-0.02118,0.14298,0
5,AMMY242,1033,14.5829,2000,3.30102999566398,0.1336,2.6758,0.021242,0.112358,0.003535533905933
2,AMMY242,1033.5,16.519,2000,3.30102999566398,0.1634,2.5723,0.085528,0.077872,0.003535533905933
2,AMMY242,1034,18.4683,2000,3.30102999566398,0.1905,2.5273,0.113478,0.077022,0.003535533905933
3,AMMY242,1034.5,18.9927,2000,3.30102999566398,0.2075,2.502,0.129192,0.078308,0.003535533905933
1,AMMY242,1035,18.6855,2000,3.30102999566398,0.2188,2.4648,0.152298,0.066502,0.003535533905933
1,AMMY242,1035.5,17.0278,2000,3.30102999566398,0.2263,2.418,0.181366,0.044934,0.003535533905933
1,AMMY242,1036,17.0417,2000,3.30102999566398,0.2187,2.4062,0.188696,0.030004,0.003535533905933
1,AMMY242,1036.5,15.9301,2000,3.30102999566398,0.2125,2.4258,0.176522,0.035978,0.003535533905933
1,AMMY242,1037,15.6696,2000,3.30102999566398,0.2115,2.4668,0.151056,0.060444,0.003535533905933
3,AMMY242,1037.5,13.8348,2000,3.30102999566398,0.2092,2.4922,0.13528,0.07392,0.003535533905933
3,AMMY242,1038,12.8233,2000,3.30102999566398,0.2093,2.4863,0.138944,0.070356,0.003535533905933
1,AMMY242,1038.5,12.355,489,2.68930885912362,0.2137,2.4336,0.171677,0.042023,0.007150156947668
1,AMMY242,1039,13.6782,167.5,2.22401481137286,0.2308,2.4141,0.183789,0.047011,0.012216944435631
1,AMMY242,1039.5,14.5757,134.25,2.12791429437159,0.2187,2.3984,0.19354,0.02516,0.013646235352373
1,AMMY242,1040,13.293,96.438,1.98424819509021,0.2131,2.415,0.18323,0.02987,0.016100742589813
1,AMMY242,1040.5,12.746,57.625,1.7606109383977,0.2237,2.3926,0.197143,0.026557,0.020828813681836
1,AMMY242,1041,12.4578,49.844,1.69761288734736,0.2393,2.3849,0.201925,0.037375,0.02239564427368
1,AMMY242,1041.5,13.721,45.688,1.65980214715672,0.2476,2.3752,0.20795,0.03965,0.023392084858763
1,AMMY242,1042,14.4236,38.281,1.58298327416252,0.2774,2.3595,0.217702,0.059698,0.025555146045509
1,AMMY242,1042.5,14.108,35.281,1.54754088621962,0.2998,2.3381,0.230994,0.068806,0.026619479617472
1,AMMY242,1043,15.1607,35.531,1.55060743063513,0.2928,2.332,0.234783,0.058017,0.026525665520387
1,AMMY242,1043.5,14.5113,31.484,1.49808990372419,0.2701,2.373,0.209317,0.060783,0.028178965962736
1,AMMY242,1044,13.9079,33.406,1.52382447677769,0.2425,2.4141,0.183789,0.058711,0.027356325713566
1,AMMY242,1044.5,12.7889,41.812,1.62130094172381,0.222,2.4766,0.144969,0.077031,0.024452289756045
1,AMMY242,1045,12.5423,53.562,1.7288567851575,0.2083,2.4707,0.148634,0.059666,0.021604370262936
1,AMMY242,1045.5,13.9462,67.062,1.82647650131487,0.208,2.4746,0.146211,0.061789,0.019307753859539
1,AMMY242,1046,15.3723,128.375,2.10848045660533,0.2026,2.4746,0.146211,0.056389,0.013954997918089
2,AMMY242,1046.5,18.3696,262.5,2.41912930774198,0.1918,2.498,0.131677,0.060123,0.009759000729485
2,AMMY242,1047,17.4616,627,2.79726754083072,0.1845,2.5176,0.119503,0.064997,0.006314460253534
2,AMMY242,1047.5,16.8577,2000,3.30102999566398,0.1859,2.4824,0.141366,0.044534,0.003535533905933
2,AMMY242,1048,14.8808,2000,3.30102999566398,0.1828,2.4941,0.134099,0.048701,0.003535533905933
2,AMMY242,1048.5,14.3766,2000,3.30102999566398,0.1834,2.5352,0.108571,0.074829,0.003535533905933
2,AMMY242,1049,13.8703,2000,3.30102999566398,0.193,2.5684,0.08795,0.10505,0.003535533905933
2,AMMY242,1049.5,13.7129,2000,3.30102999566398,0.2256,2.5469,0.101304,0.124296,0.003535533905933
1,AMMY242,1050,13.2068,2000,3.30102999566398,0.2423,2.5156,0.120745,0.121555,0.003535533905933
2,AMMY242,1050.5,11.5486,2000,3.30102999566398,0.2047,2.5723,0.085528,0.119172,0.003535533905933
5,AMMY242,1051,10.2105,2000,3.30102999566398,0.1531,2.6816,0.01764,0.13546,0.003535533905933
5,AMMY242,1051.5,11.7924,2000,3.30102999566398,0.1109,2.7617,-0.032112,0.143012,0
6,AMMY242,1052,13.951,1969,3.29424571613812,0.1097,2.748,-0.023602,0.133302,0
4,AMMY242,1052.5,16.6815,230.5,2.36267092972567,0.1361,2.6387,0.044286,0.091814,0.010414406840918
2,AMMY242,1053,16.9654,111.75,2.04824753180397,0.1766,2.5293,0.112236,0.064364,0.014957060089885
1,AMMY242,1053.5,14.749,81.062,1.90881731465671,0.2184,2.4316,0.172919,0.045481,0.017561489444934
1,AMMY242,1054,13.1366,62.219,1.79392302673456,0.2451,2.3887,0.199565,0.045535,0.020045112175378
1,AMMY242,1054.5,13.458,52.5,1.72015930340596,0.2574,2.3457,0.226273,0.031127,0.021821789023599
1,AMMY242,1055,14.2726,46.469,1.66716332668255,0.2655,2.3379,0.231118,0.034382,0.023194677636243
1,AMMY242,1055.5,12.8722,44.812,1.65139432730025,0.2781,2.334,0.23354,0.04456,0.023619616433393
1,AMMY242,1056,11.7462,44.812,1.65139432730025,0.2763,2.3516,0.222609,0.053691,0.023619616433393
1,AMMY242,1056.5,12.0371,48.156,1.68265040578146,0.2559,2.3633,0.215342,0.040558,0.022784777999374
1,AMMY242,1057,14.6207,50.781,1.70570124892458,0.2343,2.3945,0.195963,0.038337,0.022188062465846
1,AMMY242,1057.5,17.4023,50.781,1.70570124892458,0.1826,2.4473,0.163168,0.019432,0.022188062465846
2,AMMY242,1058,19.0294,62.219,1.79392302673456,0.1654,2.5195,0.118323,0.047077,0.020045112175378
4,AMMY242,1058.5,17.592,99.875,1.99945679232205,0.1556,2.5586,0.094037,0.061563,0.015821279692676
5,AMMY242,1059,16.1929,97.125,1.98733103180897,0.138,2.6035,0.066149,0.071851,0.016043698370396
4,AMMY242,1059.5,13.8072,110.438,2.04311853309192,0.1352,2.5762,0.083106,0.052094,0.015045642481624
4,AMMY242,1060,12.9204,82.75,1.91776800244776,0.1456,2.541,0.104969,0.040631,0.017381449986275
1,AMMY242,1060.5,11.564,70.375,1.8474184078594,0.1569,2.4941,0.134099,0.022801,0.018847805889708
2,AMMY242,1061,11.8431,62.5,1.79588001734408,0.1641,2.4902,0.136522,0.027578,0.02
2,AMMY242,1061.5,12.973,56,1.7481880270062,0.1761,2.4746,0.146211,0.029889,0.021128856368213
1,AMMY242,1062,11.5634,54.219,1.73415150331295,0.1877,2.4668,0.151056,0.036644,0.021473075578208
1,AMMY242,1062.5,12.115,53.125,1.72529894305837,0.1891,2.4609,0.15472,0.03438,0.021693045781866
3,AMMY242,1063,11.2623,50.75,1.70543604658525,0.1802,2.4766,0.144969,0.035231,0.022194838080924
2,AMMY242,1063.5,12.652,54.969,1.74011783632116,0.1803,2.4844,0.140124,0.040176,0.021326082560487
2,AMMY242,1064,12.3036,57.594,1.76037724205832,0.1769,2.4766,0.144969,0.031931,0.020834418487556
1,AMMY242,1064.5,12.2767,64.938,1.81249890883049,0.1727,2.4961,0.132857,0.039843,0.01962097344136
2,AMMY242,1065,11.7035,69.562,1.84237206005404,0.1731,2.4883,0.137702,0.035398,0.018957627010323
1,AMMY242,1065.5,11.1926,84.375,1.92621378583908,0.1663,2.5137,0.121925,0.044375,0.017213259316477
1,AMMY242,1066,11.4752,87.5,1.94200805302231,0.1667,2.5098,0.124348,0.042352,0.01690308509457
2,AMMY242,1066.5,13.736,90.812,1.95814324047526,0.1703,2.5391,0.106149,0.064151,0.016591986439452
2,AMMY242,1067,13.7498,115.812,2.06375356166926,0.1761,2.5645,0.090373,0.085727,0.014692416239237
2,AMMY242,1067.5,14.5713,121.812,2.08569007382291,0.1852,2.5195,0.118323,0.066877,0.014326000679593
2,AMMY242,1068,14.5452,148.75,2.17245697440059,0.1761,2.5039,0.128012,0.048088,0.012964074471043
2,AMMY242,1068.5,15.2536,168.25,2.22595507289601,0.1688,2.4961,0.132857,0.035943,0.012189684577708
2,AMMY242,1069,14.3584,393.5,2.59494473669508,0.1698,2.5527,0.097702,0.072098,0.007970721518456
2,AMMY242,1069.5,12.6823,1738,3.24004977211265,0.1983,2.5879,0.075839,0.122461,0.003792670540317
2,AMMY242,1070,11.7693,2000,3.30102999566398,0.2517,2.582,0.079503,0.172197,0.003535533905933
3,AMMY242,1070.5,11.3785,2000,3.30102999566398,0.28,2.584,0.078261,0.201739,0.003535533905933
1,AMMY242,1071,11.2547,2000,3.30102999566398,0.2941,2.5781,0.081925,0.212175,0.003535533905933
1,AMMY242,1071.5,12.8103,2000,3.30102999566398,0.2835,2.541,0.104969,0.178531,0.003535533905933
3,AMMY242,1072,15.1011,2000,3.30102999566398,0.2557,2.5566,0.095279,0.160421,0.003535533905933
2,AMMY242,1072.5,17.1152,2000,3.30102999566398,0.2127,2.6016,0.067329,0.145371,0.003535533905933
5,AMMY242,1073,18.1264,568,2.75434833571102,0.172,2.6309,0.04913,0.12287,0.006634311155428
4,AMMY242,1073.5,15.6905,148.875,2.17282177449083,0.1516,2.6152,0.058882,0.092718,0.012958630811567
4,AMMY242,1074,15.0938,92.062,1.96408040548658,0.1437,2.5547,0.09646,0.04724,0.016478960077018
4,AMMY242,1074.5,15.7529,79.062,1.89796779632086,0.1408,2.584,0.078261,0.062539,0.017782225207445
4,AMMY242,1075,19.5989,76.688,1.88472741164771,0.1398,2.5957,0.070994,0.068806,0.018055366086659
5,AMMY242,1075.5,22.3183,70.938,1.85087893996891,0.1432,2.6152,0.058882,0.084318,0.018772864018801
4,AMMY242,1076,23.0659,76.375,1.88295122325061,0.1442,2.5762,0.083106,0.061094,0.018092325506299
4,AMMY242,1076.5,24.5265,73.625,1.86702530779516,0.1501,2.5566,0.095279,0.054821,0.018427115179919
4,AMMY242,1077,23.9666,70.312,1.84702945146416,0.1408,2.5625,0.091615,0.049185,0.018856247876197
4,AMMY242,1077.5,23.8101,68.875,1.83806161185984,0.1408,2.5508,0.098882,0.041918,0.019051939705279
4,AMMY242,1078,19.4275,75,1.8750612633917,0.1379,2.5195,0.118323,0.019577,0.018257418583506
2,AMMY242,1078.5,17.3989,75.938,1.88045915482114,0.1471,2.498,0.131677,0.015423,0.018144308730809
1,AMMY242,1079,17.1497,72.062,1.85770631131015,0.1511,2.4844,0.140124,0.010976,0.018625882061172
2,AMMY242,1079.5,18.102,69.875,1.84432182089448,0.1486,2.5176,0.119503,0.029097,0.018915119696438
4,AMMY242,1080,18.5545,61.25,1.78710609303657,0.1413,2.5371,0.107391,0.033909,0.020203050891044
4,AMMY242,1080.5,16.2918,53.688,1.72987722580824,0.1413,2.6113,0.061304,0.079996,0.021579003796693
4,AMMY242,1081,15.7167,44.719,1.65049208335472,0.1477,2.6094,0.062484,0.085216,0.023644163979852
4,AMMY242,1081.5,16.1853,41.406,1.61706327778964,0.1516,2.5762,0.083106,0.068494,0.024571878852727
2,AMMY242,1082,18.8653,42.406,1.62742730901109,0.1559,2.5293,0.112236,0.043664,0.024280428664846
4,AMMY242,1082.5,21.0582,45.781,1.66068527478978,0.1542,2.5527,0.097702,0.056498,0.023368313317835
2,AMMY242,1083,20.6232,51.5,1.71180722904119,0.1572,2.543,0.103727,0.053473,0.022032632461962
2,AMMY242,1083.5,19.0344,57.906,1.76272356600528,0.1552,2.5156,0.120745,0.034455,0.020778214309559
2,AMMY242,1084,19.2584,65.125,1.81374773630758,0.1522,2.4746,0.146211,0.005989,0.019592783347677
2,AMMY242,1084.5,20.791,62.75,1.79761373015308,0.1486,2.5176,0.119503,0.029097,0.019960119601395
4,AMMY242,1085,24.3149,68.438,1.83529730943634,0.1408,2.5586,0.094037,0.046763,0.019112669484857
4,AMMY242,1085.5,24.5867,71.688,1.85544646431573,0.1332,2.582,0.079503,0.053697,0.018674404951434
4,AMMY242,1086,23.6433,77.625,1.89000161318464,0.1215,2.5762,0.083106,0.038394,0.017946063401939
4,AMMY242,1086.5,19.547,83.812,1.92330620431855,0.1182,2.5977,0.069751,0.048449,0.017270976855148
4,AMMY242,1087,15.1959,111.938,2.04897754308596,0.1306,2.5859,0.077081,0.053519,0.014944494611906
4,AMMY242,1087.5,14.3753,108.688,2.03618159724665,0.1482,2.5703,0.08677,0.06143,0.015166284750723
4,AMMY242,1088,15.9279,85.938,1.93418524230726,0.1631,2.5703,0.08677,0.07633,0.017056007691044
4,AMMY242,1088.5,17.5517,73.25,1.86480762902615,0.1806,2.5879,0.075839,0.104761,0.018474223348429
4,AMMY242,1089,16.2051,57.438,1.75919930929682,0.1853,2.5879,0.075839,0.109461,0.020862692151626
1,AMMY242,1089.5,14.0973,45.531,1.65830718884789,0.1843,2.5371,0.107391,0.076909,0.023432380446838
2,AMMY242,1090,12.5002,42.594,1.6293484265578,0.1661,2.4961,0.132857,0.033243,0.024226785327297
2,AMMY242,1090.5,11.3733,42.531,1.62870559407956,0.1661,2.4844,0.140124,0.025976,0.024244721922744
2,AMMY242,1091,12.5275,40.531,1.60778731899272,0.1686,2.5098,0.124348,0.044252,0.024835696548497
2,AMMY242,1091.5,12.2551,39.969,1.601723282613,0.1783,2.5312,0.111056,0.067244,0.025009693134498
2,AMMY242,1092,12.2469,38.75,1.58827170684233,0.1724,2.5469,0.101304,0.071096,0.025400025400038
2,AMMY242,1092.5,9.9885,38.125,1.58120985235484,0.1661,2.5293,0.112236,0.053864,0.025607375986579
2,AMMY242,1093,11.3272,38.969,1.5907192613212,0.1691,2.5215,0.117081,0.052019,0.025328552654332
2,AMMY242,1093.5,10.7945,46.312,1.66569353655875,0.1848,2.4961,0.132857,0.051943,0.023233959931736
1,AMMY242,1094,10.5458,53.969,1.73214437102972,0.1848,2.4531,0.159565,0.025235,0.021522752859694
1,AMMY242,1094.5,11.5833,68.062,1.83290470667871,0.2022,2.4238,0.177764,0.024436,0.019165389548953
1,AMMY242,1095,14.0708,78.75,1.89625056246164,0.2147,2.4082,0.187453,0.027247,0.017817416127495
1,AMMY242,1095.5,14.936,81.062,1.90881731465671,0.2033,2.4238,0.177764,0.025536,0.017561489444934
1,AMMY242,1096,15.7846,67.188,1.82729171354261,0.1925,2.4629,0.153478,0.039022,0.019289641111541
2,AMMY242,1096.5,17.6674,62.875,1.79847799806398,0.171,2.5059,0.12677,0.04423,0.019940268657049
4,AMMY242,1097,18.4662,58.25,1.76529592969806,0.1535,2.5801,0.080683,0.072817,0.020716769761626
4,AMMY242,1097.5,18.9616,58.406,1.76645746411656,0.1335,2.6367,0.045528,0.087972,0.020689084446922
5,AMMY242,1098,17.8773,57.312,1.75824556416894,0.1259,2.6738,0.022484,0.103416,0.020885612796545
4,AMMY242,1098.5,20.8882,59.812,1.77678832463986,0.1248,2.6699,0.024907,0.099893,0.020444469321088
5,AMMY242,1099,20.1327,54.906,1.73961980573443,0.1296,2.666,0.027329,0.102271,0.021338313992586
5,AMMY242,1099.5,21.6481,54.375,1.73539926996269,0.1312,2.666,0.027329,0.103871,0.021442250696756
5,AMMY242,1100,20.6304,60.5,1.78175537465247,0.1269,2.668,0.026087,0.100813,0.020327890704544
4,AMMY242,1100.5,19.9149,80.062,1.9034264348587,0.1175,2.6562,0.033416,0.084084,0.01767082341177
4,AMMY242,1101,18.3879,94.438,1.97514678105217,0.1188,2.6387,0.044286,0.074514,0.016270339451568
4,AMMY242,1101.5,14.7574,134,2.12710479836481,0.1284,2.6094,0.062484,0.065916,0.013658959117704
4,AMMY242,1102,12.319,184.5,2.26599637049508,0.1325,2.5645,0.090373,0.042127,0.011640504929493
4,AMMY242,1102.5,9.8907,357,2.55266821611219,0.1364,2.5684,0.08795,0.04845,0.008368274087557
3,AMMY242,1103,9.8941,669,2.82542611776782,0.1529,2.5605,0.092857,0.060043,0.006113035888394
2,AMMY242,1103.5,9.9283,2000,3.30102999566398,0.1757,2.582,0.079503,0.096197,0.003535533905933
2,AMMY242,1104,10.746,2000,3.30102999566398,0.1871,2.582,0.079503,0.107597,0.003535533905933
2,AMMY242,1104.5,9.6441,646,2.81023251799508,0.1783,2.5762,0.083106,0.095194,0.006220907522418
2,AMMY242,1105,13.3906,239.25,2.37885194644888,0.167,2.5586,0.094037,0.072963,0.010222191934291
2,AMMY242,1105.5,12.7849,157.125,2.19624529069401,0.1624,2.5137,0.121925,0.040475,0.012613841193622
1,AMMY242,1106,13.6141,104,2.01703333929878,0.1697,2.5,0.130435,0.039265,0.015504341823651
3,AMMY242,1106.5,9.6133,78.312,1.89382831549948,0.1905,2.4746,0.146211,0.044289,0.017867173167706
1,AMMY242,1107,7.7599,67.75,1.83090929954644,0.2129,2.4297,0.174099,0.038801,0.019209468759883
1,AMMY242,1107.5,8.0219,65.25,1.81458051601032,0.2131,2.4023,0.191118,0.021982,0.019574007317157
1,AMMY242,1108,8.8101,64.625,1.810400556102,0.2316,2.3984,0.19354,0.03806,0.019668431441217
1,AMMY242,1108.5,10.1655,63.719,1.80426895140578,0.2294,2.3984,0.19354,0.03586,0.019807767451355
1,AMMY242,1109,10.2068,61.938,1.79195717772424,0.2245,2.3828,0.20323,0.02127,0.020090531000636
1,AMMY242,1109.5,9.7123,66.938,1.82567273219356,0.2318,2.3848,0.201988,0.029812,0.019325629010664
1,AMMY242,1110,9.4834,71.438,1.85392928741013,0.2321,2.4004,0.192298,0.039802,0.018707052309159
1,AMMY242,1110.5,11.3512,82.188,1.91480841225752,0.2231,2.4199,0.180186,0.042914,0.017440775756169
1,AMMY242,1111,13.5437,83.75,1.92298481570888,0.2021,2.4121,0.185031,0.017069,0.017277368511627
2,AMMY242,1111.5,17.3883,110.125,2.0418859214201,0.1854,2.4609,0.15472,0.03068,0.015067008859065
2,AMMY242,1112,19.5927,133.75,2.12629379069327,0.1492,2.5039,0.128012,0.021188,0.013671718540493
4,AMMY242,1112.5,18.4723,159.375,2.20242019777803,0.1428,2.5703,0.08677,0.05603,0.012524485821703
2,AMMY242,1113,16.833,158.375,2.1996866278915,0.1517,2.5371,0.107391,0.044309,0.012563964204312
2,AMMY242,1113.5,15.296,186.75,2.27126061048744,0.1462,2.5391,0.106149,0.040051,0.011570168908344
2,AMMY242,1114,15.5904,204.5,2.31069331234336,0.1346,2.5254,0.114658,0.019942,0.011056644552171
4,AMMY242,1114.5,15.3222,222.375,2.34708596109198,0.1212,2.5977,0.069751,0.051449,0.01060295757736
4,AMMY242,1115,15.5999,206.5,2.31492005599242,0.1147,2.6094,0.062484,0.052216,0.011002971203392
4,AMMY242,1115.5,16.9562,142.25,2.15305227506711,0.1131,2.6152,0.058882,0.054218,0.013256957585692
4,AMMY242,1116,19.1625,110.562,2.04360588622683,0.1144,2.5825,0.079193,0.035207,0.015037202949663
5,AMMY242,1116.5,18.7136,81.062,1.90881731465671,0.1167,2.5863,0.076832,0.039868,0.017561489444934
4,AMMY242,1117,18.2344,72,1.85733249643127,0.1178,2.6003,0.068137,0.049663,0.018633899812498
4,AMMY242,1117.5,16.1718,73.125,1.86406587909024,0.1129,2.6179,0.057205,0.055695,0.018490006540841
4,AMMY242,1118,16.2952,77.062,1.88684027612381,0.1108,2.6511,0.036584,0.074216,0.018011499330171
6,AMMY242,1118.5,15.7384,71.438,1.85392928741013,0.1102,2.6765,0.020807,0.089393,0.018707052309159
6,AMMY242,1119,17.5919,67.062,1.82647650131487,0.1254,2.7065,0.002174,0.123226,0.019307753859539
5,AMMY242,1119.5,19.7267,69.875,1.84432182089448,0.1316,2.6966,0.008323,0.123277,0.018915119696438
5,AMMY242,1120,23.1125,68.688,1.83688087113536,0.1394,2.6947,0.009503,0.129897,0.019077856103985
4,AMMY242,1120.5,21.7794,67.188,1.82729171354261,0.1321,2.6289,0.050373,0.081727,0.019289641111541
5,AMMY242,1121,20.7732,58.062,1.76389199143372,0.1282,2.5992,0.06882,0.05938,0.020750282257634
4,AMMY242,1121.5,17.3766,52.188,1.71757065371296,0.1355,2.5625,0.091615,0.043885,0.021886921359307
4,AMMY242,1122,17.8328,45.5,1.65801139665711,0.1524,2.5818,0.079627,0.072773,0.023440361546925
4,AMMY242,1122.5,17.5607,41.969,1.62292862135217,0.1639,2.5801,0.080683,0.083217,0.024406510651008
4,AMMY242,1123,17.2364,38.312,1.58333482403455,0.1665,2.615,0.059006,0.107494,0.025544805031655
4,AMMY242,1123.5,18.6348,38.469,1.58511089698717,0.1594,2.5994,0.068696,0.090704,0.025492624903267
4,AMMY242,1124,18.0604,41.031,1.61311210164129,0.1623,2.6013,0.067516,0.094784,0.024683909957439
4,AMMY242,1124.5,18.6126,43.406,1.6375497660744,0.1589,2.573,0.085093,0.073807,0.023999109169601
4,AMMY242,1125,16.7858,46.344,1.665993515491,0.1574,2.5842,0.078137,0.079263,0.023225937155277
4,AMMY242,1125.5,16.723,54.5,1.73639650227664,0.1549,2.5564,0.095404,0.059496,0.021417646843906
2,AMMY242,1126,17.2665,65.875,1.8187206282206,0.171,2.5079,0.125528,0.045472,0.019480930197663
3,AMMY242,1126.5,18.1171,72.5,1.86033800657099,0.1867,2.4756,0.14559,0.04111,0.018569533817705
1,AMMY242,1127,18.4394,97.625,1.98956104688536,0.1915,2.433,0.17205,0.01945,0.016002560614564
1,AMMY242,1127.5,17.9018,131.875,2.12016247264177,0.1861,2.4553,0.158199,0.027901,0.01376856781643
1,AMMY242,1128,15.8909,158.25,2.19934371868939,0.1685,2.4805,0.142547,0.025953,0.012568925295998
2,AMMY242,1128.5,15.9325,146.625,2.16620802512359,0.1504,2.5334,0.109689,0.040711,0.013057679112393
4,AMMY242,1129,15.4456,158.125,2.19900053851989,0.1316,2.5512,0.098634,0.032966,0.012573892269239
4,AMMY242,1129.5,15.2883,122.5,2.08813608870055,0.1282,2.5401,0.105528,0.022672,0.014285714285714
4,AMMY242,1130,15.3241,112.438,2.05091311195596,0.1326,2.527,0.113665,0.018935,0.014911229288337
4,AMMY242,1130.5,14.4223,108.688,2.03618159724665,0.134,2.5288,0.112547,0.021453,0.015166284750723
4,AMMY242,1131,17.2661,95.312,1.97914758275477,0.1415,2.5463,0.101677,0.039823,0.016195569083815
4,AMMY242,1131.5,16.7552,105.688,2.02402567955307,0.141,2.5629,0.091366,0.049634,0.015380029361365
5,AMMY242,1132,19.7127,85.875,1.93386675006761,0.138,2.5624,0.091677,0.046323,0.017062262896178
4,AMMY242,1132.5,20.0936,70.062,1.84548253059181,0.1336,2.5443,0.102919,0.030681,0.018889859992579
4,AMMY242,1133,19.119,63.188,1.80063460947524,0.1253,2.5299,0.111863,0.013437,0.01989082056308
4,AMMY242,1133.5,18.5222,61.688,1.79020069011683,0.1301,2.5198,0.118137,0.011963,0.020131199804048
4,AMMY242,1134,14.8941,55.844,1.74697651842081,0.1199,2.5158,0.120621,-0.000721,0.0211583474764
4,AMMY242,1134.5,15.4593,56,1.7481880270062,0.1223,2.542,0.104348,0.017952,0.021128856368213
4,AMMY242,1135,14.1011,60.531,1.78197784871669,0.1199,2.5221,0.116708,0.003192,0.020322684733101
2,AMMY242,1135.5,15.4894,63.594,1.80341614253815,0.1446,2.5192,0.118509,0.026091,0.01982722491147
2,AMMY242,1136,15.1675,69.5,1.84198480459011,0.1604,2.4775,0.14441,0.01599,0.018966081045272
2,AMMY242,1136.5,16.3139,69.688,1.8431580007313,0.1764,2.4658,0.151677,0.024723,0.018940481004623
3,AMMY242,1137,15.8257,80.312,1.9047804412241,0.1778,2.4602,0.155155,0.022645,0.017643298576509
3,AMMY242,1137.5,13.8425,90.625,1.95724801957905,0.1764,2.4627,0.153603,0.022797,0.016609095970748
2,AMMY242,1138,13.3024,104.75,2.02015403163833,0.1506,2.5072,0.125963,0.024637,0.015448737310437
4,AMMY242,1138.5,14.289,101.5,2.00646604224923,0.1194,2.5487,0.100186,0.019214,0.015694120514359
6,AMMY242,1139,18.3279,102,2.00860017176192,0.0885,2.7097,0.000186,0.088314,0.015655607277129
6,AMMY242,1139.5,18.9819,107.062,2.0296353520761,0.0856,2.7196,-0.005963,0.091563,0
5,AMMY242,1140,19.8314,90.125,1.95484527772749,0.0929,2.5748,0.083975,0.008925,0.016655104634983
2,AMMY242,1140.5,19.4803,66.062,1.81995171764204,0.1042,2.3778,0.206335,-0.102135,0.019453338574703
1,AMMY242,1141,20.6567,48.469,1.68546405956262,0.1111,2.2889,0.261553,-0.150453,0.022711089802848
1,AMMY242,1141.5,20.1381,41.906,1.62227620865457,0.118,2.2898,0.260994,-0.142994,0.024424849703982
1,AMMY242,1142,20.3406,34.531,1.5382091554764,0.131,2.3009,0.254099,-0.123099,0.026907009160967
1,AMMY242,1142.5,18.7466,32.562,1.51271107196312,0.128,2.2775,0.268634,-0.140634,0.027708592669657
1,AMMY242,1143,19.1144,32.469,1.51146891316651,0.1282,2.2915,0.259938,-0.131738,0.027748246747733
1,AMMY242,1143.5,19.5786,32.812,1.51603270287893,0.1169,2.3338,0.233665,-0.116765,0.027602832681792
1,AMMY242,1144,19.6805,31.641,1.50025020073016,0.1289,2.3908,0.198261,-0.069361,0.028108968185883
1,AMMY242,1144.5,20.2448,33.312,1.52260070783044,0.1329,2.4378,0.169068,-0.036168,0.027394895644932
2,AMMY242,1145,20.5222,36.188,1.55856458164466,0.1403,2.4732,0.147081,-0.006781,0.026283773348993
2,AMMY242,1145.5,21.9255,38.281,1.58298327416252,0.1497,2.5098,0.124348,0.025352,0.025555146045509
1,AMMY242,1146,20.7455,45.281,1.65591600938353,0.1544,2.4938,0.134286,0.020114,0.023496977425746
2,AMMY242,1146.5,23.8863,53.5,1.72835378202123,0.1654,2.4671,0.15087,0.01453,0.021616885058356
3,AMMY242,1147,25.6753,67.125,1.82688429870761,0.1738,2.4536,0.159255,0.014545,0.019298691110662
3,AMMY242,1147.5,27.3594,73.5,1.8662873390842,0.1798,2.4596,0.155528,0.024272,0.018442777839083
1,AMMY242,1148,28.535,86.812,1.93857976173838,0.1885,2.4618,0.154161,0.034339,0.016969932836261
3,AMMY242,1148.5,27.6309,96.688,1.98537257690438,0.1803,2.4694,0.149441,0.030859,0.016079913785136
3,AMMY242,1149,29.0854,108.812,2.03667679284748,0.1874,2.4795,0.143168,0.044232,0.015157640688516
1,AMMY242,1149.5,26.6563,97.875,1.990671775066,0.1711,2.4987,0.131242,0.039858,0.015982110049513
